,champion,patch,games,dmgtaken/min,dmgdealt/min,Class,color,season,patchnum,internal
326,Karma,8.03,93683,978.1842766,468.7057757,Support,#FFB733,8,3,3
327,Karthus,8.03,27304,1190.691967,947.7794842,Mage,#25BAA4,8,3,3
328,Kassadin,8.03,58749,1441.147539,645.2690458,Assassin,#ED2941,8,3,3
329,Katarina,8.03,143239,1372.509214,725.8061989,Assassin,#ED2941,8,3,3
330,Kayle,8.03,47332,1420.046567,577.7553306,Specialist,#EB8596,8,3,3
331,Kayn,8.03,210860,2192.376144,567.9841893,Assassin,#ED2941,8,3,3
332,Kennen,8.03,33780,1123.324857,670.5453976,Specialist,#EB8596,8,3,3
333,Kha'Zix,8.03,157642,1893.788329,543.4690535,Assassin,#ED2941,8,3,3
334,Kindred,8.03,46192,1606.848081,643.0088049,Marksman,#0D1F22,8,3,3
335,Kled,8.03,49796,2243.131445,622.7854962,Fighter,#664A40,8,3,3
336,Kog'Maw,8.03,82989,1063.154465,725.2588241,Marksman,#0D1F22,8,3,3
337,LeBlanc,8.03,48167,1131.154715,655.3141602,Mage,#25BAA4,8,3,3
338,Lee Sin,8.03,154174,2019.969698,443.6525575,Fighter,#664A40,8,3,3
339,Leona,8.03,231093,1832.32653,255.2578107,Tank,#393663,8,3,3
340,Lissandra,8.03,29513,1156.026913,650.2393841,Mage,#25BAA4,8,3,3
341,Lucian,8.03,218291,1065.689213,659.3274658,Marksman,#0D1F22,8,3,3
342,Lulu,8.03,207482,810.7269571,247.1647331,Support,#FFB733,8,3,3
343,Lux,8.03,346405,767.5617454,679.1179499,Mage,#25BAA4,8,3,3
344,Malphite,8.03,128054,1984.544704,541.9518936,Tank,#393663,8,3,3
345,Malzahar,8.03,113568,891.0243496,655.2850588,Mage,#25BAA4,8,3,3
346,Maokai,8.03,92925,2671.445933,513.7937605,Tank,#393663,8,3,3
347,Master Yi,8.03,223324,1811.607286,609.873653,Assassin,#ED2941,8,3,3
348,Miss Fortune,8.03,239137,934.4040151,725.4351801,Marksman,#0D1F22,8,3,3
349,Mordekaiser,8.03,25929,2021.255134,695.0531508,Fighter,#664A40,8,3,3
350,Morgana,8.03,233764,1084.400449,498.9825928,Support,#FFB733,8,3,3
351,Nami,8.03,217618,1123.242421,317.8873223,Support,#FFB733,8,3,3
352,Nasus,8.03,295903,2328.035814,614.3207801,Fighter,#664A40,8,3,3
353,Nautilus,8.03,91789,2061.177509,363.3643173,Tank,#393663,8,3,3
354,Nidalee,8.03,60779,1791.114686,559.0590085,Specialist,#EB8596,8,3,3
355,Nocturne,8.03,36258,1865.599702,530.0377476,Assassin,#ED2941,8,3,3
356,Nunu,8.03,77576,2580.667073,337.267531,Tank,#393663,8,3,3
357,Olaf,8.03,36474,2196.628989,574.6331003,Fighter,#664A40,8,3,3
358,Orianna,8.03,133406,919.8356345,650.2527251,Mage,#25BAA4,8,3,3
359,Ornn,8.03,71023,2158.100485,537.7017967,Tank,#393663,8,3,3
360,Pantheon,8.03,98677,1351.546499,631.0815416,Fighter,#664A40,8,3,3
361,Poppy,8.03,43294,2216.010135,500.4828293,Tank,#393663,8,3,3
362,Quinn,8.03,31006,1136.827377,671.1352375,Specialist,#EB8596,8,3,3
363,Rakan,8.03,116072,1442.425356,237.7692607,Support,#FFB733,8,3,3
364,Rammus,8.03,97426,2675.843089,469.3148499,Tank,#393663,8,3,3
365,Rek'Sai,8.03,29971,2162.599527,474.3460418,Fighter,#664A40,8,3,3
366,Renekton,8.03,68117,2145.108727,587.3575718,Fighter,#664A40,8,3,3
367,Rengar,8.03,78551,1804.07104,557.6822246,Fighter,#664A40,8,3,3
368,Riven,8.03,188201,1677.157957,555.9562699,Assassin,#ED2941,8,3,3
369,Rumble,8.03,29457,1456.528728,751.8643061,Mage,#25BAA4,8,3,3
370,Ryze,8.03,66658,1294.019114,635.4638656,Mage,#25BAA4,8,3,3
371,Sejuani,8.03,163944,2421.610854,394.3724412,Tank,#393663,8,3,3
372,Shaco,8.03,93418,1428.213293,505.8809625,Assassin,#ED2941,8,3,3
373,Shen,8.03,141275,2083.922405,376.6473691,Tank,#393663,8,3,3
374,Shyvana,8.03,210826,2294.871938,554.7243934,Fighter,#664A40,8,3,3
375,Singed,8.03,64153,2074.586063,674.3121356,Specialist,#EB8596,8,3,3
376,Sion,8.03,169902,2824.715504,574.0503936,Tank,#393663,8,3,3
377,Sivir,8.03,79679,1013.843572,669.900243,Marksman,#0D1F22,8,3,3
378,Skarner,8.03,128668,2316.427696,371.7467148,Fighter,#664A40,8,3,3
379,Sona,8.03,153783,1200.024887,403.7442661,Support,#FFB733,8,3,3
380,Soraka,8.03,140522,1370.630283,233.6303867,Support,#FFB733,8,3,3
381,Swain,8.03,242076,1781.287163,756.7686589,Mage,#25BAA4,8,3,3
382,Syndra,8.03,49714,855.8127946,689.5612545,Mage,#25BAA4,8,3,3
383,Tahm Kench,8.03,138140,2287.5084,381.3852698,Support,#FFB733,8,3,3
384,Taliyah,8.03,59089,955.1797408,769.2764875,Mage,#25BAA4,8,3,3
385,Talon,8.03,63381,1330.19347,674.2164211,Assassin,#ED2941,8,3,3
386,Taric,8.03,152986,1923.427448,209.4586293,Support,#FFB733,8,3,3
387,Teemo,8.03,167546,1073.8396,850.5801986,Specialist,#EB8596,8,3,3
388,Thresh,8.03,281621,1425.210788,273.6192163,Support,#FFB733,8,3,3
389,Tristana,8.03,552197,1058.105981,660.8475247,Marksman,#0D1F22,8,3,3
390,Trundle,8.03,63060,2505.77007,479.2550432,Fighter,#664A40,8,3,3
391,Tryndamere,8.03,136888,3371.780658,556.6551951,Assassin,#ED2941,8,3,3
392,Twisted Fate,8.03,116164,1043.088632,635.9851142,Mage,#25BAA4,8,3,3
393,Twitch,8.03,242685,1041.25345,691.1721305,Marksman,#0D1F22,8,3,3
394,Udyr,8.03,167534,2248.301394,446.1098509,Fighter,#664A40,8,3,3
395,Urgot,8.03,86898,1960.350153,648.5770416,Fighter,#664A40,8,3,3
396,Varus,8.03,351330,1063.756862,643.0360389,Marksman,#0D1F22,8,3,3
397,Vayne,8.03,361967,1095.269695,658.7399969,Marksman,#0D1F22,8,3,3
398,Veigar,8.03,209576,872.661332,697.8270844,Mage,#25BAA4,8,3,3
399,Vel'Koz,8.03,93604,793.191367,808.3076095,Mage,#25BAA4,8,3,3
400,Vi,8.03,135077,1912.040949,498.5671278,Fighter,#664A40,8,3,3
401,Viktor,8.03,78108,1116.306624,759.0284223,Mage,#25BAA4,8,3,3
402,Vladimir,8.03,131489,2115.932869,719.0840039,Mage,#25BAA4,8,3,3
403,Volibear,8.03,41643,2338.001759,482.2744783,Fighter,#664A40,8,3,3
404,Warwick,8.03,351133,2708.422952,468.4681304,Fighter,#664A40,8,3,3
405,Wukong,8.03,87270,1552.5348,604.9160322,Fighter,#664A40,8,3,3
406,Xayah,8.03,242507,1019.556127,691.2147467,Marksman,#0D1F22,8,3,3
407,Xerath,8.03,124229,729.6886421,812.4715731,Mage,#25BAA4,8,3,3
408,Xin Zhao,8.03,153912,2144.898117,551.9700804,Fighter,#664A40,8,3,3
409,Yasuo,8.03,291600,1582.346773,649.1557668,Assassin,#ED2941,8,3,3
410,Yorick,8.03,80536,1987.13171,675.0161665,Fighter,#664A40,8,3,3
411,Zac,8.03,112431,3113.501956,411.1849155,Tank,#393663,8,3,3
412,Zed,8.03,178440,1229.162412,698.2718221,Assassin,#ED2941,8,3,3
413,Ziggs,8.03,62873,765.52198,827.5823107,Mage,#25BAA4,8,3,3
414,Zilean,8.03,58534,1008.963448,492.4568057,Specialist,#EB8596,8,3,3
415,Zoe,8.03,140548,876.9785659,725.5152032,Mage,#25BAA4,8,3,3
416,Zyra,8.03,110889,739.9324789,710.9289631,Support,#FFB733,8,3,3
417,Aatrox,8.04,46221,2263.411511,622.5088824,Fighter,#664A40,8,4,4
418,Ahri,8.04,155345,998.5124968,721.7598784,Mage,#25BAA4,8,4,4
419,Akali,8.04,94223,1806.64856,632.4763066,Assassin,#ED2941,8,4,4
420,Alistar,8.04,147201,2238.594647,275.269139,Tank,#393663,8,4,4
421,Amumu,8.04,60589,2273.958633,474.9087534,Tank,#393663,8,4,4
422,Anivia,8.04,85730,1644.195017,669.4830936,Mage,#25BAA4,8,4,4
423,Annie,8.04,85995,886.0692932,665.5158249,Mage,#25BAA4,8,4,4
424,Ashe,8.04,108577,955.4787145,625.9140044,Marksman,#0D1F22,8,4,4
425,Aurelion Sol,8.04,22979,1164.840584,665.4984858,Mage,#25BAA4,8,4,4
426,Azir,8.04,66666,981.6220153,717.083127,Specialist,#EB8596,8,4,4
427,Bard,8.04,98701,1135.481328,459.6111028,Support,#FFB733,8,4,4
428,Blitzcrank,8.04,157271,1648.583082,324.7643557,Support,#FFB733,8,4,4
429,Brand,8.04,193189,880.6233676,783.5514925,Mage,#25BAA4,8,4,4
430,Braum,8.04,130244,1658.721742,234.8934904,Tank,#393663,8,4,4
431,Caitlyn,8.04,245011,983.1006747,693.1194435,Marksman,#0D1F22,8,4,4
432,Camille,8.04,106487,1733.501272,577.966938,Fighter,#664A40,8,4,4
433,Cassiopeia,8.04,52012,1283.430477,686.278361,Mage,#25BAA4,8,4,4
434,Cho'Gath,8.04,88950,2483.375972,567.8966341,Specialist,#EB8596,8,4,4
435,Corki,8.04,51457,1143.164233,768.3069797,Marksman,#0D1F22,8,4,4
436,Darius,8.04,184062,2152.674749,584.6882342,Fighter,#664A40,8,4,4
437,Diana,8.04,79409,1546.279257,679.2368692,Fighter,#664A40,8,4,4
438,Dr. Mundo,8.04,45902,2856.245103,645.9496471,Fighter,#664A40,8,4,4
439,Draven,8.04,167796,1184.342514,720.9710506,Marksman,#0D1F22,8,4,4
440,Ekko,8.04,146771,1677.591087,661.7823467,Assassin,#ED2941,8,4,4
441,Elise,8.04,19989,1430.335281,519.4960744,Fighter,#664A40,8,4,4
442,Evelynn,8.04,70888,1506.939358,599.0582096,Assassin,#ED2941,8,4,4
443,Ezreal,8.04,260038,973.2827528,779.737064,Marksman,#0D1F22,8,4,4
444,Fiddlesticks,8.04,73797,1473.944948,583.5504859,Specialist,#EB8596,8,4,4
445,Fiora,8.04,102133,2048.99747,628.1344564,Assassin,#ED2941,8,4,4
446,Fizz,8.04,130235,1156.966582,656.1207516,Assassin,#ED2941,8,4,4
447,Galio,8.04,126236,1904.788971,625.849013,Tank,#393663,8,4,4
448,Gangplank,8.04,99244,1409.875127,687.5034161,Specialist,#EB8596,8,4,4
449,Garen,8.04,165687,2359.675463,596.9902149,Fighter,#664A40,8,4,4
450,Gnar,8.04,84927,1654.962589,613.826721,Specialist,#EB8596,8,4,4
451,Gragas,8.04,30601,2164.005821,481.1488029,Tank,#393663,8,4,4
452,Graves,8.04,37354,1560.430942,626.5396699,Specialist,#EB8596,8,4,4
453,Hecarim,8.04,42160,2325.276013,503.6742578,Fighter,#664A40,8,4,4
454,Heimerdinger,8.04,42884,926.9886827,781.5848112,Specialist,#EB8596,8,4,4
455,Illaoi,8.04,82810,2218.664108,769.0497674,Fighter,#664A40,8,4,4
456,Irelia,8.04,51340,1955.748932,585.0344897,Fighter,#664A40,8,4,4
457,Ivern,8.04,17262,1298.164964,284.8739488,Support,#FFB733,8,4,4
458,Janna,8.04,218379,970.2279618,270.1424395,Support,#FFB733,8,4,4
459,Jarvan IV,8.04,130736,2014.153981,474.1695331,Fighter,#664A40,8,4,4
460,Jax,8.04,260706,1858.891154,512.4478738,Assassin,#ED2941,8,4,4
461,Jayce,8.04,44244,1244.466307,699.1453943,Mage,#25BAA4,8,4,4
462,Jhin,8.04,120406,917.5196054,670.5793312,Marksman,#0D1F22,8,4,4
463,Jinx,8.04,297761,1014.716724,670.793819,Marksman,#0D1F22,8,4,4
464,Kalista,8.04,30636,1158.688296,598.1491236,Marksman,#0D1F22,8,4,4
465,Karma,8.04,82532,977.2260287,469.1536253,Support,#FFB733,8,4,4
466,Karthus,8.04,37466,1189.005307,950.8265998,Mage,#25BAA4,8,4,4
467,Kassadin,8.04,52825,1444.641708,646.0674774,Assassin,#ED2941,8,4,4
468,Katarina,8.04,101410,1370.430682,707.6227445,Assassin,#ED2941,8,4,4
469,Kayle,8.04,39608,1418.887222,573.7401356,Specialist,#EB8596,8,4,4
470,Kayn,8.04,154483,2205.712806,560.0023085,Assassin,#ED2941,8,4,4
471,Kennen,8.04,26997,1111.583335,650.4106438,Specialist,#EB8596,8,4,4
472,Kha'Zix,8.04,133900,1889.91557,533.8557097,Assassin,#ED2941,8,4,4
473,Kindred,8.04,39835,1610.52391,644.024437,Marksman,#0D1F22,8,4,4
474,Kled,8.04,42396,2248.974486,616.4958911,Fighter,#664A40,8,4,4
475,Kog'Maw,8.04,54736,1067.127786,759.7873478,Marksman,#0D1F22,8,4,4
476,LeBlanc,8.04,39446,1138.921593,656.1184959,Mage,#25BAA4,8,4,4
477,Lee Sin,8.04,84164,2004.610199,451.2005092,Fighter,#664A40,8,4,4
478,Leona,8.04,168133,1782.56287,247.8290596,Tank,#393663,8,4,4
479,Lissandra,8.04,23061,1095.627201,637.6871277,Mage,#25BAA4,8,4,4
480,Lucian,8.04,139982,1072.243714,662.1163644,Marksman,#0D1F22,8,4,4
481,Lulu,8.04,171675,798.2930149,241.6967674,Support,#FFB733,8,4,4
482,Lux,8.04,245735,770.6505613,673.8994809,Mage,#25BAA4,8,4,4
483,Malphite,8.04,97279,1970.385927,531.1413993,Tank,#393663,8,4,4
484,Malzahar,8.04,83283,906.2559747,653.608352,Mage,#25BAA4,8,4,4
485,Maokai,8.04,71236,2651.700126,510.0316524,Tank,#393663,8,4,4
486,Master Yi,8.04,184739,1811.054592,615.4338681,Assassin,#ED2941,8,4,4
487,Miss Fortune,8.04,178739,937.9027225,711.7728873,Marksman,#0D1F22,8,4,4
488,Mordekaiser,8.04,31625,2011.787566,698.656756,Fighter,#664A40,8,4,4
489,Morgana,8.04,192568,1071.029808,489.7106177,Support,#FFB733,8,4,4
490,Nami,8.04,184650,1107.772582,312.9738089,Support,#FFB733,8,4,4
491,Nasus,8.04,183960,2292.606254,595.5115512,Fighter,#664A40,8,4,4
492,Nautilus,8.04,70443,2025.357063,358.4856266,Tank,#393663,8,4,4
493,Nidalee,8.04,44648,1779.8813,558.8188727,Specialist,#EB8596,8,4,4
494,Nocturne,8.04,29626,1857.563638,526.6650671,Assassin,#ED2941,8,4,4
495,Nunu,8.04,53545,2536.864597,361.2296615,Tank,#393663,8,4,4
496,Olaf,8.04,30899,2208.678057,558.6312973,Fighter,#664A40,8,4,4
497,Orianna,8.04,99476,939.0570776,659.6060958,Mage,#25BAA4,8,4,4
498,Ornn,8.04,45554,2181.106097,529.0482746,Tank,#393663,8,4,4
499,Pantheon,8.04,69851,1361.732428,616.3077221,Fighter,#664A40,8,4,4
500,Poppy,8.04,50579,2209.889191,503.2231097,Tank,#393663,8,4,4
501,Quinn,8.04,30589,1140.990266,670.4221202,Specialist,#EB8596,8,4,4
502,Rakan,8.04,110946,1440.942625,237.0248979,Support,#FFB733,8,4,4
503,Rammus,8.04,75183,2664.158923,463.3431474,Tank,#393663,8,4,4
504,Rek'Sai,8.04,27283,2154.252967,470.0697966,Fighter,#664A40,8,4,4
505,Renekton,8.04,76021,2186.510592,596.6999941,Fighter,#664A40,8,4,4
506,Rengar,8.04,151698,1867.967309,550.2520724,Fighter,#664A40,8,4,4
507,Riven,8.04,132397,1721.092272,544.4402049,Assassin,#ED2941,8,4,4
508,Rumble,8.04,27715,1462.830827,703.3887643,Mage,#25BAA4,8,4,4
509,Ryze,8.04,95047,1330.286762,679.0825152,Mage,#25BAA4,8,4,4
510,Sejuani,8.04,120231,2422.338941,398.0678857,Tank,#393663,8,4,4
511,Shaco,8.04,77745,1435.070653,502.1529074,Assassin,#ED2941,8,4,4
512,Shen,8.04,104690,2057.16934,375.8823693,Tank,#393663,8,4,4
513,Shyvana,8.04,96761,2274.627178,532.6581035,Fighter,#664A40,8,4,4
514,Singed,8.04,73264,2093.562156,660.4813368,Specialist,#EB8596,8,4,4
515,Sion,8.04,215548,2755.485208,568.9619679,Tank,#393663,8,4,4
516,Sivir,8.04,68372,1016.966986,676.2329526,Marksman,#0D1F22,8,4,4
517,Skarner,8.04,91064,2333.479742,357.6830573,Fighter,#664A40,8,4,4
518,Sona,8.04,119515,1199.7974,396.2932058,Support,#FFB733,8,4,4
519,Soraka,8.04,118137,1367.677144,230.728014,Support,#FFB733,8,4,4
520,Swain,8.04,128516,1748.732531,750.9821184,Mage,#25BAA4,8,4,4
521,Syndra,8.04,40769,866.4659442,682.0782026,Mage,#25BAA4,8,4,4
522,Tahm Kench,8.04,98375,2238.894549,377.6890992,Support,#FFB733,8,4,4
523,Taliyah,8.04,39155,970.2346211,752.5199747,Mage,#25BAA4,8,4,4
524,Talon,8.04,52601,1338.571447,672.0392524,Assassin,#ED2941,8,4,4
525,Taric,8.04,105127,1873.502192,204.3861417,Support,#FFB733,8,4,4
526,Teemo,8.04,143677,1069.626186,821.2004969,Specialist,#EB8596,8,4,4
527,Thresh,8.04,222422,1384.564626,266.5420044,Support,#FFB733,8,4,4
528,Tristana,8.04,409007,1060.540737,656.461116,Marksman,#0D1F22,8,4,4
529,Trundle,8.04,54989,2499.852141,473.0621113,Fighter,#664A40,8,4,4
530,Tryndamere,8.04,107896,3367.111437,553.0177923,Assassin,#ED2941,8,4,4
531,Twisted Fate,8.04,82004,1068.145399,622.2372729,Mage,#25BAA4,8,4,4
532,Twitch,8.04,137915,1038.90518,673.2589582,Marksman,#0D1F22,8,4,4
533,Udyr,8.04,129538,2255.562289,444.7814346,Fighter,#664A40,8,4,4
534,Urgot,8.04,67708,1947.975712,637.2639885,Fighter,#664A40,8,4,4
535,Varus,8.04,283276,1069.117167,642.1576342,Marksman,#0D1F22,8,4,4
536,Vayne,8.04,288065,1098.232612,658.8393764,Marksman,#0D1F22,8,4,4
537,Veigar,8.04,179494,889.8054444,701.2832714,Mage,#25BAA4,8,4,4
538,Vel'Koz,8.04,80370,794.3818581,797.761597,Mage,#25BAA4,8,4,4
539,Vi,8.04,94071,1922.721276,492.0972125,Fighter,#664A40,8,4,4
540,Viktor,8.04,74235,1138.256402,748.8137012,Mage,#25BAA4,8,4,4
541,Vladimir,8.04,88828,2095.104553,713.7059198,Mage,#25BAA4,8,4,4
542,Volibear,8.04,202909,2395.780487,507.9093333,Fighter,#664A40,8,4,4
543,Warwick,8.04,239234,2706.419355,470.5030667,Fighter,#664A40,8,4,4
544,Wukong,8.04,63771,1561.53409,592.931885,Fighter,#664A40,8,4,4
545,Xayah,8.04,257523,1022.642009,691.472234,Marksman,#0D1F22,8,4,4
546,Xerath,8.04,96346,744.0656093,819.5308,Mage,#25BAA4,8,4,4
547,Xin Zhao,8.04,103079,2149.529555,537.5246252,Fighter,#664A40,8,4,4
548,Yasuo,8.04,220546,1575.033775,634.5300144,Assassin,#ED2941,8,4,4
549,Yorick,8.04,61399,1979.972693,657.6084434,Fighter,#664A40,8,4,4
550,Zac,8.04,92914,3137.504965,416.9664411,Tank,#393663,8,4,4
551,Zed,8.04,145406,1234.43125,700.7353197,Assassin,#ED2941,8,4,4
552,Ziggs,8.04,54575,771.427089,839.5016456,Mage,#25BAA4,8,4,4
553,Zilean,8.04,55374,1015.695245,499.4731486,Specialist,#EB8596,8,4,4
554,Zoe,8.04,45132,895.4274599,631.8466149,Mage,#25BAA4,8,4,4
555,Zyra,8.04,95583,739.5664618,683.6580871,Support,#FFB733,8,4,4
556,Aatrox,8.05,48378,2257.981097,619.0579481,Fighter,#664A40,8,5,5
557,Ahri,8.05,157579,998.4275792,713.3872057,Mage,#25BAA4,8,5,5
558,Akali,8.05,93037,1805.837412,628.9568402,Assassin,#ED2941,8,5,5
559,Alistar,8.05,148169,2193.136215,269.5967027,Tank,#393663,8,5,5
560,Amumu,8.05,64738,2253.227989,463.9937511,Tank,#393663,8,5,5
561,Anivia,8.05,102056,1639.368971,660.7365342,Mage,#25BAA4,8,5,5
562,Annie,8.05,88424,887.4102769,669.7381234,Mage,#25BAA4,8,5,5
563,Ashe,8.05,102110,940.1469206,617.5016771,Marksman,#0D1F22,8,5,5
564,Aurelion Sol,8.05,23667,1216.775954,666.9416477,Mage,#25BAA4,8,5,5
565,Azir,8.05,56000,980.4730878,675.3331782,Specialist,#EB8596,8,5,5
566,Bard,8.05,104722,1142.146068,452.6391744,Support,#FFB733,8,5,5
567,Blitzcrank,8.05,166138,1617.030515,316.3098864,Support,#FFB733,8,5,5
568,Brand,8.05,200083,873.3572128,773.6244635,Mage,#25BAA4,8,5,5
569,Braum,8.05,132997,1630.234029,231.7053386,Tank,#393663,8,5,5
570,Caitlyn,8.05,355373,964.1846363,688.3403869,Marksman,#0D1F22,8,5,5
571,Camille,8.05,104660,1745.776032,575.8167607,Fighter,#664A40,8,5,5
572,Cassiopeia,8.05,60885,1283.742296,676.7625373,Mage,#25BAA4,8,5,5
573,Cho'Gath,8.05,122836,2494.988835,554.8006486,Specialist,#EB8596,8,5,5
574,Corki,8.05,47206,1129.776071,756.9309901,Marksman,#0D1F22,8,5,5
575,Darius,8.05,190010,2129.078767,577.8437392,Fighter,#664A40,8,5,5
576,Diana,8.05,80245,1539.936909,681.0876158,Fighter,#664A40,8,5,5
577,Dr. Mundo,8.05,53879,2803.893054,640.3237603,Fighter,#664A40,8,5,5
578,Draven,8.05,149850,1187.095585,716.820118,Marksman,#0D1F22,8,5,5
579,Ekko,8.05,148251,1672.76772,659.6870028,Assassin,#ED2941,8,5,5
580,Elise,8.05,19586,1422.759427,514.3155343,Fighter,#664A40,8,5,5
581,Evelynn,8.05,72552,1503.454767,597.4266826,Assassin,#ED2941,8,5,5
582,Ezreal,8.05,251551,973.5181366,767.7732418,Marksman,#0D1F22,8,5,5
583,Fiddlesticks,8.05,62819,1399.705324,587.0905122,Specialist,#EB8596,8,5,5
584,Fiora,8.05,119892,2046.691054,618.1104328,Assassin,#ED2941,8,5,5
585,Fizz,8.05,137114,1156.602874,656.6705084,Assassin,#ED2941,8,5,5
586,Galio,8.05,103943,1896.261066,555.5114683,Tank,#393663,8,5,5
587,Gangplank,8.05,101020,1413.803917,681.2352934,Specialist,#EB8596,8,5,5
588,Garen,8.05,176804,2338.524757,589.4130317,Fighter,#664A40,8,5,5
589,Gnar,8.05,81089,1652.451702,608.7449337,Specialist,#EB8596,8,5,5
590,Gragas,8.05,29468,2133.123969,472.8165804,Tank,#393663,8,5,5
591,Graves,8.05,41369,1565.407268,622.1443027,Specialist,#EB8596,8,5,5
592,Hecarim,8.05,42549,2292.882276,499.8810964,Fighter,#664A40,8,5,5
593,Heimerdinger,8.05,47152,927.6709478,787.5372681,Specialist,#EB8596,8,5,5
594,Illaoi,8.05,100505,2201.604868,762.7744624,Fighter,#664A40,8,5,5
595,Irelia,8.05,58191,1942.800882,581.8185301,Fighter,#664A40,8,5,5
596,Ivern,8.05,14190,1278.955586,280.44898,Support,#FFB733,8,5,5
597,Janna,8.05,231711,965.812964,267.2854267,Support,#FFB733,8,5,5
598,Jarvan IV,8.05,127079,1991.27425,472.9898348,Fighter,#664A40,8,5,5
599,Jax,8.05,285511,1855.578189,508.7593172,Assassin,#ED2941,8,5,5
600,Jayce,8.05,45455,1248.87295,699.0968208,Mage,#25BAA4,8,5,5
601,Jhin,8.05,252158,919.8391478,696.745572,Marksman,#0D1F22,8,5,5
602,Jinx,8.05,262357,997.4842555,659.2004549,Marksman,#0D1F22,8,5,5
603,Kai'Sa,8.05,365304,1216.313579,641.0380278,Marksman,#0D1F22,8,5,5
604,Kalista,8.05,20986,1155.810619,598.1388407,Marksman,#0D1F22,8,5,5
605,Karma,8.05,101179,1004.009343,476.178821,Support,#FFB733,8,5,5
606,Karthus,8.05,28903,1183.930943,933.8345296,Mage,#25BAA4,8,5,5
607,Kassadin,8.05,55777,1444.99077,637.3275275,Assassin,#ED2941,8,5,5
608,Katarina,8.05,108201,1383.167552,715.8162029,Assassin,#ED2941,8,5,5
609,Kayle,8.05,42525,1410.926849,569.3279068,Specialist,#EB8596,8,5,5
610,Kayn,8.05,162324,2190.552007,556.5196778,Assassin,#ED2941,8,5,5
611,Kennen,8.05,27456,1119.666021,649.6552857,Specialist,#EB8596,8,5,5
612,Kha'Zix,8.05,155953,1880.957889,533.1750132,Assassin,#ED2941,8,5,5
613,Kindred,8.05,46665,1603.187375,638.908637,Marksman,#0D1F22,8,5,5
614,Kled,8.05,46824,2261.488883,616.8772532,Fighter,#664A40,8,5,5
615,Kog'Maw,8.05,43722,1054.706505,757.4989259,Marksman,#0D1F22,8,5,5
616,LeBlanc,8.05,39708,1134.694225,654.8341397,Mage,#25BAA4,8,5,5
617,Lee Sin,8.05,97305,1996.356141,454.597169,Fighter,#664A40,8,5,5
618,Leona,8.05,176123,1732.597132,239.7486157,Tank,#393663,8,5,5
619,Lissandra,8.05,24678,1085.26954,636.1748618,Mage,#25BAA4,8,5,5
620,Lucian,8.05,119903,1066.247554,659.7285434,Marksman,#0D1F22,8,5,5
621,Lulu,8.05,174444,800.6219357,240.0059361,Support,#FFB733,8,5,5
622,Lux,8.05,264677,769.3687149,679.2702151,Mage,#25BAA4,8,5,5
623,Malphite,8.05,104940,1973.026248,525.7373856,Tank,#393663,8,5,5
624,Malzahar,8.05,86709,900.8928367,660.4388689,Mage,#25BAA4,8,5,5
625,Maokai,8.05,74642,2605.692601,500.9611651,Tank,#393663,8,5,5
626,Master Yi,8.05,203177,1801.556882,607.1338429,Assassin,#ED2941,8,5,5
627,Miss Fortune,8.05,174853,935.9885554,704.3371912,Marksman,#0D1F22,8,5,5
628,Mordekaiser,8.05,30171,2030.061616,683.494507,Fighter,#664A40,8,5,5
629,Morgana,8.05,236438,1066.407553,477.9916621,Support,#FFB733,8,5,5
630,Nami,8.05,215504,1106.849292,310.4071765,Support,#FFB733,8,5,5
631,Nasus,8.05,178522,2270.526621,586.2513894,Fighter,#664A40,8,5,5
632,Nautilus,8.05,73274,1970.552149,347.1589542,Tank,#393663,8,5,5
633,Nidalee,8.05,45026,1785.183076,558.7999308,Specialist,#EB8596,8,5,5
634,Nocturne,8.05,90153,1908.829133,543.7105501,Assassin,#ED2941,8,5,5
635,Nunu,8.05,60062,2559.31726,347.0268627,Tank,#393663,8,5,5
636,Olaf,8.05,98998,2296.012061,553.4634346,Fighter,#664A40,8,5,5
637,Orianna,8.05,102324,944.1860382,647.9950685,Mage,#25BAA4,8,5,5
638,Ornn,8.05,48644,2172.33732,527.147963,Tank,#393663,8,5,5
639,Pantheon,8.05,74229,1347.968582,613.7152814,Fighter,#664A40,8,5,5
640,Poppy,8.05,48555,2187.52046,494.749637,Tank,#393663,8,5,5
641,Quinn,8.05,30315,1150.760565,666.2106556,Specialist,#EB8596,8,5,5
642,Rakan,8.05,131878,1424.02473,230.6455113,Support,#FFB733,8,5,5
643,Rammus,8.05,70082,2633.521747,452.3335515,Tank,#393663,8,5,5
644,Rek'Sai,8.05,26335,2137.168393,476.2038607,Fighter,#664A40,8,5,5
645,Renekton,8.05,88087,2157.617584,593.7354436,Fighter,#664A40,8,5,5
646,Rengar,8.05,132332,1834.226255,574.0321935,Fighter,#664A40,8,5,5
647,Riven,8.05,126052,1699.285942,542.0067096,Assassin,#ED2941,8,5,5
648,Rumble,8.05,24178,1464.807136,696.3014814,Mage,#25BAA4,8,5,5
649,Ryze,8.05,96735,1329.894752,652.248516,Mage,#25BAA4,8,5,5
650,Sejuani,8.05,116109,2385.691312,388.6297233,Tank,#393663,8,5,5
651,Shaco,8.05,85219,1432.335919,501.0706756,Assassin,#ED2941,8,5,5
652,Shen,8.05,113512,2041.29125,380.9337869,Tank,#393663,8,5,5
653,Shyvana,8.05,111954,2271.008801,539.7028684,Fighter,#664A40,8,5,5
